Date_Confirmed,Region,total,daily
17-04-2020,CAMPECHE,23.0,3.0
17-04-2020,CDMX,1590.0,160.0
17-04-2020,CHIAPAS,41.0,3.0
17-04-2020,CHIHUAHUA,53.0,10.0
17-04-2020,COAHUILA,203.0,20.0
17-04-2020,COLIMA,15.0,1.0
17-04-2020,DURANGO,32.0,2.0
17-04-2020,GUANAJUATO,142.0,15.0
17-04-2020,GUERRERO,83.0,9.0
17-04-2020,HIDALGO,58.0,4.0
17-04-2020,JALISCO,215.0,17.0
17-04-2020,MEXICO,554.0,58.0
17-04-2020,MICHOACAN,137.0,14.0
17-04-2020,MORELOS,39.0,4.0
17-04-2020,NAYARIT,4.0,0.0
17-04-2020,NUEVO LEON,245.0,19.0
17-04-2020,OAXACA,59.0,4.0
17-04-2020,PUEBLA,327.0,27.0
17-04-2020,QUERETARO,53.0,5.0
17-04-2020,QUINTANA ROO,243.0,25.0
17-04-2020,SAN LUIS POTOSI,61.0,4.0
17-04-2020,SINALOA,307.0,43.0
17-04-2020,SONORA,118.0,12.0
17-04-2020,TABASCO,188.0,17.0
17-04-2020,TAMAULIPAS,70.0,6.0
17-04-2020,TLAXCALA,60.0,6.0
17-04-2020,VERACRUZ,57.0,5.0
17-04-2020,YUCATAN,197.0,17.0
17-04-2020,ZACATECAS,23.0,1.0
17-04-2020,Mexico_SS,5740.0,578.0
18-04-2020,China,2539.0,1.0
18-04-2020,Italy,175925.0,3491.0
18-04-2020,Spain,191726.0,887.0
18-04-2020,United Kingdom,10483.0,504.0
18-04-2020,"Korea, South",10653.0,18.0
18-04-2020,US,732197.0,32491.0
18-04-2020,Mexico,6875.0,578.0
18-04-2020,AGUASCALIENTES,111.0,7.0
18-04-2020,BAJA CALIFORNIA,370.0,61.0
18-04-2020,"BAJA CALIFORNIA
SUR",2.0,0.0
18-04-2020,BAJA CALIFORNIA SUR,150.0,14.0
18-04-2020,CAMPECHE,31.0,8.0
18-04-2020,CDMX,1780.0,187.0
18-04-2020,CHIAPAS,47.0,6.0
18-04-2020,CHIHUAHUA,61.0,8.0
18-04-2020,COAHUILA,230.0,27.0
18-04-2020,COLIMA,15.0,0.0
18-04-2020,DURANGO,33.0,1.0
18-04-2020,GUANAJUATO,151.0,6.0
18-04-2020,GUERRERO,87.0,4.0
18-04-2020,HIDALGO,65.0,7.0
18-04-2020,JALISCO,233.0,17.0
18-04-2020,MEXICO,623.0,69.0
18-04-2020,MICHOACAN,142.0,5.0
18-04-2020,MORELOS,44.0,5.0
18-04-2020,NAYARIT,4.0,0.0
18-04-2020,NUEVO LEON,263.0,13.0
18-04-2020,OAXACA,65.0,6.0
18-04-2020,PUEBLA,349.0,22.0
18-04-2020,QUERETARO,55.0,2.0
18-04-2020,QUINTANA ROO,273.0,28.0
18-04-2020,SAN LUIS POTOSI,65.0,3.0
18-04-2020,SINALOA,332.0,25.0
18-04-2020,SONORA,129.0,11.0
18-04-2020,TABASCO,219.0,30.0
18-04-2020,TAMAULIPAS,84.0,13.0
18-04-2020,TLAXCALA,70.0,10.0
18-04-2020,VERACRUZ,68.0,9.0
18-04-2020,YUCATAN,213.0,13.0
18-04-2020,ZACATECAS,28.0,5.0
18-04-2020,Mexico_SS,6371.0,622.0
